book,book_name,section,office,office_en,job,job_en,count,duty_en
2,Earth Offices – Situ (Minister of Land and People),47,掌荼,Manager of Reeds,府,Storekeeper,1,Administers manager of reeds.
2,Earth Offices – Situ (Minister of Land and People),47,掌荼,Manager of Reeds,徒,Laborer,20,Administers manager of reeds.
2,Earth Offices – Situ (Minister of Land and People),48,掌蜃,Manager of Clams,下士,Junior Officer,2,Administers manager of clams.
2,Earth Offices – Situ (Minister of Land and People),48,掌蜃,Manager of Clams,史,Scribe,1,Administers manager of clams.
2,Earth Offices – Situ (Minister of Land and People),48,掌蜃,Manager of Clams,府,Storekeeper,1,Administers manager of clams.
2,Earth Offices – Situ (Minister of Land and People),48,掌蜃,Manager of Clams,徒,Laborer,8,Administers manager of clams.
2,Earth Offices – Situ (Minister of Land and People),49,囿人,Park Officer,下士,Junior Officer,8,Administers park officer.
2,Earth Offices – Situ (Minister of Land and People),49,囿人,Park Officer,中士,Middle Officer,4,Administers park officer.
2,Earth Offices – Situ (Minister of Land and People),49,囿人,Park Officer,府,Storekeeper,2,Administers park officer.
2,Earth Offices – Situ (Minister of Land and People),49,囿人,Park Officer,徒,Laborer,80,Administers park officer.
2,Earth Offices – Situ (Minister of Land and People),49,囿人,Park Officer,胥,Clerk,8,Administers park officer.
2,Earth Offices – Situ (Minister of Land and People),50,場人,場 Officer,下士,Junior Officer,2,Administers 場 officer.
2,Earth Offices – Situ (Minister of Land and People),50,場人,場 Officer,史,Scribe,1,Administers 場 officer.
2,Earth Offices – Situ (Minister of Land and People),50,場人,場 Officer,府,Storekeeper,1,Administers 場 officer.
2,Earth Offices – Situ (Minister of Land and People),50,場人,場 Officer,徒,Laborer,20,Administers 場 officer.
2,Earth Offices – Situ (Minister of Land and People),51,廩人,Granary Officer,上士,Senior Officer,4,Administers granary officer.
2,Earth Offices – Situ (Minister of Land and People),51,廩人,Granary Officer,下士,Junior Officer,16,Administers granary officer.
2,Earth Offices – Situ (Minister of Land and People),51,廩人,Granary Officer,下大夫,Lower Grand Officer,2,Administers granary officer.
2,Earth Offices – Situ (Minister of Land and People),51,廩人,Granary Officer,中士,Middle Officer,8,Administers granary officer.
2,Earth Offices – Situ (Minister of Land and People),51,廩人,Granary Officer,史,Scribe,16,Administers granary officer.
2,Earth Offices – Situ (Minister of Land and People),51,廩人,Granary Officer,府,Storekeeper,8,Administers granary officer.
2,Earth Offices – Situ (Minister of Land and People),51,廩人,Granary Officer,徒,Laborer,300,Administers granary officer.
2,Earth Offices – Situ (Minister of Land and People),51,廩人,Granary Officer,胥,Clerk,30,Administers granary officer.
2,Earth Offices – Situ (Minister of Land and People),52,舍人,Storehouse Attendant,上士,Senior Officer,2,Administers storehouse attendant.
2,Earth Offices – Situ (Minister of Land and People),52,舍人,Storehouse Attendant,中士,Middle Officer,4,Administers storehouse attendant.
2,Earth Offices – Situ (Minister of Land and People),52,舍人,Storehouse Attendant,史,Scribe,4,Administers storehouse attendant.
2,Earth Offices – Situ (Minister of Land and People),52,舍人,Storehouse Attendant,府,Storekeeper,2,Administers storehouse attendant.
2,Earth Offices – Situ (Minister of Land and People),52,舍人,Storehouse Attendant,徒,Laborer,40,Administers storehouse attendant.
2,Earth Offices – Situ (Minister of Land and People),52,舍人,Storehouse Attendant,胥,Clerk,4,Administers storehouse attendant.
2,Earth Offices – Situ (Minister of Land and People),53,倉人,Warehouse Officer,下士,Junior Officer,8,Administers warehouse officer.
2,Earth Offices – Situ (Minister of Land and People),53,倉人,Warehouse Officer,中士,Middle Officer,4,Administers warehouse officer.
2,Earth Offices – Situ (Minister of Land and People),53,倉人,Warehouse Officer,史,Scribe,4,Administers warehouse officer.
2,Earth Offices – Situ (Minister of Land and People),53,倉人,Warehouse Officer,府,Storekeeper,2,Administers warehouse officer.
2,Earth Offices – Situ (Minister of Land and People),53,倉人,Warehouse Officer,徒,Laborer,40,Administers warehouse officer.
2,Earth Offices – Situ (Minister of Land and People),53,倉人,Warehouse Officer,胥,Clerk,4,Administers warehouse officer.
2,Earth Offices – Situ (Minister of Land and People),54,司祿,Director of Salaries,下士,Junior Officer,8,Administers director of salaries.
2,Earth Offices – Situ (Minister of Land and People),54,司祿,Director of Salaries,中士,Middle Officer,4,Administers director of salaries.
2,Earth Offices – Situ (Minister of Land and People),54,司祿,Director of Salaries,史,Scribe,4,Administers director of salaries.
2,Earth Offices – Situ (Minister of Land and People),54,司祿,Director of Salaries,府,Storekeeper,2,Administers director of salaries.
2,Earth Offices – Situ (Minister of Land and People),54,司祿,Director of Salaries,徒,Laborer,40,Administers director of salaries.
2,Earth Offices – Situ (Minister of Land and People),55,司稼,Director of Agriculture,下士,Junior Officer,8,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),55,司稼,Director of Agriculture,史,Scribe,4,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),55,司稼,Director of Agriculture,徒,Laborer,40,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),56,舂人,Pounding Worker,奄,Palace Servant,2,Administers pounding worker.
2,Earth Offices – Situ (Minister of Land and People),56,舂人,Pounding Worker,奚,Servant,5,Administers pounding worker.
2,Earth Offices – Situ (Minister of Land and People),56,舂人,Pounding Worker,女舂抌,Female Pounder,2,Administers pounding worker.
2,Earth Offices – Situ (Minister of Land and People),57,饎人,Cooked Grain Worker,奄,Palace Servant,2,Supplies food for court.
2,Earth Offices – Situ (Minister of Land and People),57,饎人,Cooked Grain Worker,奚,Servant,40,Supplies food for court.
2,Earth Offices – Situ (Minister of Land and People),57,饎人,Cooked Grain Worker,女饎,Female Grain Cook,8,Supplies food for court.
2,Earth Offices – Situ (Minister of Land and People),58,槁人,Forage Worker,奄,Palace Servant,2,Administers forage worker.
2,Earth Offices – Situ (Minister of Land and People),58,槁人,Forage Worker,奄,Palace Servant,8,Administers forage worker.
2,Earth Offices – Situ (Minister of Land and People),58,槁人,Forage Worker,奚,Servant,5,Administers forage worker.
3,Spring Offices – Zongbo (Minister of Rites),1,大宗伯,Grand Zongbo,卿,Minister,1,Administers grand zongbo.
3,Spring Offices – Zongbo (Minister of Rites),1,小宗伯,Assistant Zongbo,中大夫,Middle Grand Officer,2,Administers assistant zongbo.
3,Spring Offices – Zongbo (Minister of Rites),1,肆師,Ceremonial Master,上士,Senior Officer,8,Administers ceremonial master.
3,Spring Offices – Zongbo (Minister of Rites),1,肆師,Ceremonial Master,下大夫,Lower Grand Officer,4,Administers ceremonial master.
3,Spring Offices – Zongbo (Minister of Rites),1,肆師,Ceremonial Master,中士,Middle Officer,16,Administers ceremonial master.
3,Spring Offices – Zongbo (Minister of Rites),1,肆師,Ceremonial Master,史,Scribe,12,Administers ceremonial master.
3,Spring Offices – Zongbo (Minister of Rites),1,肆師,Ceremonial Master,府,Storekeeper,6,Administers ceremonial master.
3,Spring Offices – Zongbo (Minister of Rites),1,肆師,Ceremonial Master,徒,Laborer,120,Administers ceremonial master.
3,Spring Offices – Zongbo (Minister of Rites),1,肆師,Ceremonial Master,旅下士,Retinue Junior Officer,32,Administers ceremonial master.
3,Spring Offices – Zongbo (Minister of Rites),1,肆師,Ceremonial Master,胥,Clerk,12,Administers ceremonial master.
3,Spring Offices – Zongbo (Minister of Rites),2,郁人,Aromatic Herbs Officer,下士,Junior Officer,2,Administers aromatic herbs officer.
3,Spring Offices – Zongbo (Minister of Rites),2,郁人,Aromatic Herbs Officer,史,Scribe,1,Administers aromatic herbs officer.
3,Spring Offices – Zongbo (Minister of Rites),2,郁人,Aromatic Herbs Officer,府,Storekeeper,2,Administers aromatic herbs officer.
3,Spring Offices – Zongbo (Minister of Rites),2,郁人,Aromatic Herbs Officer,徒,Laborer,8,Administers aromatic herbs officer.
3,Spring Offices – Zongbo (Minister of Rites),3,司尊彝,Director of Ritual Vessels,下士,Junior Officer,2,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),3,司尊彝,Director of Ritual Vessels,史,Scribe,2,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),3,司尊彝,Director of Ritual Vessels,府,Storekeeper,4,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),3,司尊彝,Director of Ritual Vessels,徒,Laborer,20,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),3,司尊彝,Director of Ritual Vessels,胥,Clerk,2,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),3,雞人,Cock Officer,下士,Junior Officer,1,Administers cock officer.
3,Spring Offices – Zongbo (Minister of Rites),3,雞人,Cock Officer,史,Scribe,1,Administers cock officer.
3,Spring Offices – Zongbo (Minister of Rites),3,雞人,Cock Officer,徒,Laborer,4,Administers cock officer.
3,Spring Offices – Zongbo (Minister of Rites),3,鬯人,Sacrificial Ale Officer,下士,Junior Officer,2,Administers sacrificial ale officer.
3,Spring Offices – Zongbo (Minister of Rites),3,鬯人,Sacrificial Ale Officer,史,Scribe,1,Administers sacrificial ale officer.
3,Spring Offices – Zongbo (Minister of Rites),3,鬯人,Sacrificial Ale Officer,府,Storekeeper,1,Administers sacrificial ale officer.
3,Spring Offices – Zongbo (Minister of Rites),3,鬯人,Sacrificial Ale Officer,徒,Laborer,8,Administers sacrificial ale officer.
3,Spring Offices – Zongbo (Minister of Rites),5,司幾筵,Director of Mats and Tables,下士,Junior Officer,2,Administers director of mats and tables.
3,Spring Offices – Zongbo (Minister of Rites),5,司幾筵,Director of Mats and Tables,史,Scribe,1,Administers director of mats and tables.
3,Spring Offices – Zongbo (Minister of Rites),5,司幾筵,Director of Mats and Tables,府,Storekeeper,2,Administers director of mats and tables.
3,Spring Offices – Zongbo (Minister of Rites),5,司幾筵,Director of Mats and Tables,徒,Laborer,8,Administers director of mats and tables.
3,Spring Offices – Zongbo (Minister of Rites),5,天府,Heavenly Treasury,上士,Senior Officer,1,Manages state finances.
3,Spring Offices – Zongbo (Minister of Rites),5,天府,Heavenly Treasury,中士,Middle Officer,2,Manages state finances.
3,Spring Offices – Zongbo (Minister of Rites),5,天府,Heavenly Treasury,史,Scribe,2,Manages state finances.
3,Spring Offices – Zongbo (Minister of Rites),5,天府,Heavenly Treasury,府,Storekeeper,4,Manages state finances.
3,Spring Offices – Zongbo (Minister of Rites),5,天府,Heavenly Treasury,徒,Laborer,20,Manages state finances.
3,Spring Offices – Zongbo (Minister of Rites),5,天府,Heavenly Treasury,胥,Clerk,2,Manages state finances.
3,Spring Offices – Zongbo (Minister of Rites),6,典瑞,Director of Jades,中士,Middle Officer,2,Administers director of jades.
3,Spring Offices – Zongbo (Minister of Rites),6,典瑞,Director of Jades,史,Scribe,2,Administers director of jades.
3,Spring Offices – Zongbo (Minister of Rites),6,典瑞,Director of Jades,府,Storekeeper,2,Administers director of jades.
3,Spring Offices – Zongbo (Minister of Rites),6,典瑞,Director of Jades,徒,Laborer,10,Administers director of jades.
3,Spring Offices – Zongbo (Minister of Rites),6,典瑞,Director of Jades,胥,Clerk,1,Administers director of jades.
3,Spring Offices – Zongbo (Minister of Rites),7,典命,Director of Appointments,中士,Middle Officer,2,Administers director of appointments.
3,Spring Offices – Zongbo (Minister of Rites),7,典命,Director of Appointments,史,Scribe,2,Administers director of appointments.
3,Spring Offices – Zongbo (Minister of Rites),7,典命,Director of Appointments,府,Storekeeper,2,Administers director of appointments.
3,Spring Offices – Zongbo (Minister of Rites),7,典命,Director of Appointments,徒,Laborer,10,Administers director of appointments.
3,Spring Offices – Zongbo (Minister of Rites),7,典命,Director of Appointments,胥,Clerk,1,Administers director of appointments.
3,Spring Offices – Zongbo (Minister of Rites),8,司服,Director of Robes,中士,Middle Officer,2,Administers director of robes.
3,Spring Offices – Zongbo (Minister of Rites),8,司服,Director of Robes,史,Scribe,1,Administers director of robes.
3,Spring Offices – Zongbo (Minister of Rites),8,司服,Director of Robes,府,Storekeeper,2,Administers director of robes.
3,Spring Offices – Zongbo (Minister of Rites),8,司服,Director of Robes,徒,Laborer,10,Administers director of robes.
3,Spring Offices – Zongbo (Minister of Rites),8,司服,Director of Robes,胥,Clerk,1,Administers director of robes.
3,Spring Offices – Zongbo (Minister of Rites),9,典祀,Director of Sacrifices,下士,Junior Officer,4,Administers director of sacrifices.
3,Spring Offices – Zongbo (Minister of Rites),9,典祀,Director of Sacrifices,中士,Middle Officer,2,Administers director of sacrifices.
3,Spring Offices – Zongbo (Minister of Rites),9,典祀,Director of Sacrifices,史,Scribe,2,Administers director of sacrifices.
3,Spring Offices – Zongbo (Minister of Rites),9,典祀,Director of Sacrifices,府,Storekeeper,2,Administers director of sacrifices.
3,Spring Offices – Zongbo (Minister of Rites),9,典祀,Director of Sacrifices,徒,Laborer,40,Administers director of sacrifices.
3,Spring Offices – Zongbo (Minister of Rites),9,典祀,Director of Sacrifices,胥,Clerk,4,Administers director of sacrifices.
3,Spring Offices – Zongbo (Minister of Rites),10,守祧,Temple Keeper,奄,Palace Servant,8,Administers temple keeper.
3,Spring Offices – Zongbo (Minister of Rites),10,守祧,Temple Keeper,奚,Servant,4,Administers temple keeper.
3,Spring Offices – Zongbo (Minister of Rites),11,世婦,世婦,下大夫,Lower Grand Officer,4,Administers 世婦.
3,Spring Offices – Zongbo (Minister of Rites),11,世婦,世婦,中士,Middle Officer,8,Administers 世婦.
3,Spring Offices – Zongbo (Minister of Rites),11,世婦,世婦,卿,Minister,2,Administers 世婦.
3,Spring Offices – Zongbo (Minister of Rites),11,世婦,世婦,奚,Servant,16,Administers 世婦.
3,Spring Offices – Zongbo (Minister of Rites),11,世婦,世婦,女史,Female Scribe,2,Administers 世婦.
3,Spring Offices – Zongbo (Minister of Rites),11,世婦,世婦,女府,Female Storekeeper,2,Administers 世婦.
3,Spring Offices – Zongbo (Minister of Rites),12,冢人,Tombs Officer,下大夫,Lower Grand Officer,2,Administers tombs officer.
3,Spring Offices – Zongbo (Minister of Rites),12,冢人,Tombs Officer,中士,Middle Officer,4,Administers tombs officer.
3,Spring Offices – Zongbo (Minister of Rites),12,冢人,Tombs Officer,史,Scribe,4,Administers tombs officer.
3,Spring Offices – Zongbo (Minister of Rites),12,冢人,Tombs Officer,府,Storekeeper,2,Administers tombs officer.
3,Spring Offices – Zongbo (Minister of Rites),12,冢人,Tombs Officer,徒,Laborer,120,Administers tombs officer.
3,Spring Offices – Zongbo (Minister of Rites),12,冢人,Tombs Officer,胥,Clerk,12,Administers tombs officer.
3,Spring Offices – Zongbo (Minister of Rites),12,墓大夫,Graves Grand Officer,下大夫,Lower Grand Officer,2,Administers graves grand officer.
3,Spring Offices – Zongbo (Minister of Rites),12,墓大夫,Graves Grand Officer,中士,Middle Officer,8,Administers graves grand officer.
3,Spring Offices – Zongbo (Minister of Rites),12,墓大夫,Graves Grand Officer,史,Scribe,4,Administers graves grand officer.
3,Spring Offices – Zongbo (Minister of Rites),12,墓大夫,Graves Grand Officer,府,Storekeeper,2,Administers graves grand officer.
3,Spring Offices – Zongbo (Minister of Rites),12,墓大夫,Graves Grand Officer,徒,Laborer,200,Administers graves grand officer.
3,Spring Offices – Zongbo (Minister of Rites),12,墓大夫,Graves Grand Officer,胥,Clerk,20,Administers graves grand officer.
3,Spring Offices – Zongbo (Minister of Rites),13,大司樂,Grand Director of Music,中大夫,Middle Grand Officer,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),13,樂師,Music Master,上士,Senior Officer,8,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),13,樂師,Music Master,下士,Junior Officer,16,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),13,樂師,Music Master,下大夫,Lower Grand Officer,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),13,樂師,Music Master,史,Scribe,8,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),13,樂師,Music Master,府,Storekeeper,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),13,樂師,Music Master,徒,Laborer,80,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),13,樂師,Music Master,胥,Clerk,8,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),13,職喪,Funerary Officer,上士,Senior Officer,2,Administers funerary officer.
3,Spring Offices – Zongbo (Minister of Rites),13,職喪,Funerary Officer,下士,Junior Officer,8,Administers funerary officer.
3,Spring Offices – Zongbo (Minister of Rites),13,職喪,Funerary Officer,中士,Middle Officer,4,Administers funerary officer.
3,Spring Offices – Zongbo (Minister of Rites),13,職喪,Funerary Officer,史,Scribe,4,Administers funerary officer.
3,Spring Offices – Zongbo (Minister of Rites),13,職喪,Funerary Officer,府,Storekeeper,2,Administers funerary officer.
3,Spring Offices – Zongbo (Minister of Rites),13,職喪,Funerary Officer,徒,Laborer,40,Administers funerary officer.
3,Spring Offices – Zongbo (Minister of Rites),13,職喪,Funerary Officer,胥,Clerk,4,Administers funerary officer.
3,Spring Offices – Zongbo (Minister of Rites),14,大師,Grand Music Master,下大夫,Lower Grand Officer,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,大胥,Senior Music Clerk,中士,Middle Officer,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,小師,Assistant Music Master,上士,Senior Officer,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,小胥,Junior Music Clerk,下士,Junior Officer,8,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,小胥,Junior Music Clerk,史,Scribe,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,小胥,Junior Music Clerk,府,Storekeeper,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,小胥,Junior Music Clerk,徒,Laborer,40,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,瞽朦,Blind Music Master,上瞽,Senior Blind Musician,40,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,瞽朦,Blind Music Master,下瞽,Junior Blind Musician,160,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,瞽朦,Blind Music Master,中瞽,Middle Blind Musician,100,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,瞽朦,Blind Music Master,史,Scribe,8,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,瞽朦,Blind Music Master,府,Storekeeper,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,瞽朦,Blind Music Master,徒,Laborer,120,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),14,瞽朦,Blind Music Master,胥,Clerk,12,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),16,典同,Director of Harmonies,中士,Middle Officer,2,Administers director of harmonies.
3,Spring Offices – Zongbo (Minister of Rites),16,典同,Director of Harmonies,史,Scribe,1,Administers director of harmonies.
3,Spring Offices – Zongbo (Minister of Rites),16,典同,Director of Harmonies,府,Storekeeper,1,Administers director of harmonies.
3,Spring Offices – Zongbo (Minister of Rites),16,典同,Director of Harmonies,徒,Laborer,20,Administers director of harmonies.
3,Spring Offices – Zongbo (Minister of Rites),16,典同,Director of Harmonies,胥,Clerk,2,Administers director of harmonies.
3,Spring Offices – Zongbo (Minister of Rites),17,磬師,Stone Chimes Master,下士,Junior Officer,8,Administers stone chimes master.
3,Spring Offices – Zongbo (Minister of Rites),17,磬師,Stone Chimes Master,中士,Middle Officer,4,Administers stone chimes master.
3,Spring Offices – Zongbo (Minister of Rites),17,磬師,Stone Chimes Master,史,Scribe,2,Administers stone chimes master.
3,Spring Offices – Zongbo (Minister of Rites),17,磬師,Stone Chimes Master,府,Storekeeper,4,Administers stone chimes master.
3,Spring Offices – Zongbo (Minister of Rites),17,磬師,Stone Chimes Master,徒,Laborer,40,Administers stone chimes master.
3,Spring Offices – Zongbo (Minister of Rites),17,磬師,Stone Chimes Master,胥,Clerk,4,Administers stone chimes master.
3,Spring Offices – Zongbo (Minister of Rites),18,鐘師,Bells Master,下士,Junior Officer,8,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),18,鐘師,Bells Master,中士,Middle Officer,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),18,鐘師,Bells Master,史,Scribe,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),18,鐘師,Bells Master,府,Storekeeper,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),18,鐘師,Bells Master,徒,Laborer,60,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),18,鐘師,Bells Master,胥,Clerk,6,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),19,笙師,Sheng Master,下士,Junior Officer,4,Administers sheng master.
3,Spring Offices – Zongbo (Minister of Rites),19,笙師,Sheng Master,中士,Middle Officer,2,Administers sheng master.
3,Spring Offices – Zongbo (Minister of Rites),19,笙師,Sheng Master,史,Scribe,2,Administers sheng master.
3,Spring Offices – Zongbo (Minister of Rites),19,笙師,Sheng Master,府,Storekeeper,2,Administers sheng master.
3,Spring Offices – Zongbo (Minister of Rites),19,笙師,Sheng Master,徒,Laborer,10,Administers sheng master.
3,Spring Offices – Zongbo (Minister of Rites),19,笙師,Sheng Master,胥,Clerk,1,Administers sheng master.
3,Spring Offices – Zongbo (Minister of Rites),20,鎛師,Bo Bell Master,下士,Junior Officer,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),20,鎛師,Bo Bell Master,中士,Middle Officer,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),20,鎛師,Bo Bell Master,史,Scribe,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),20,鎛師,Bo Bell Master,府,Storekeeper,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),20,鎛師,Bo Bell Master,徒,Laborer,20,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),20,鎛師,Bo Bell Master,胥,Clerk,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),21,韎師,Dance Regalia Master,下士,Junior Officer,2,Administers dance regalia master.
3,Spring Offices – Zongbo (Minister of Rites),21,韎師,Dance Regalia Master,史,Scribe,1,Administers dance regalia master.
3,Spring Offices – Zongbo (Minister of Rites),21,韎師,Dance Regalia Master,府,Storekeeper,1,Administers dance regalia master.
3,Spring Offices – Zongbo (Minister of Rites),21,韎師,Dance Regalia Master,徒,Laborer,40,Administers dance regalia master.
3,Spring Offices – Zongbo (Minister of Rites),21,韎師,Dance Regalia Master,舞者,Dancer,16,Administers dance regalia master.
3,Spring Offices – Zongbo (Minister of Rites),22,旄人,Yak-Tail Banner Officer,下士,Junior Officer,4,Administers yak-tail banner officer.
3,Spring Offices – Zongbo (Minister of Rites),22,舞者眾寡無數,"Dancers, number unspecified",史,Scribe,2,"Administers dancers, number unspecified."
3,Spring Offices – Zongbo (Minister of Rites),22,舞者眾寡無數,"Dancers, number unspecified",府,Storekeeper,2,"Administers dancers, number unspecified."
3,Spring Offices – Zongbo (Minister of Rites),22,舞者眾寡無數,"Dancers, number unspecified",徒,Laborer,20,"Administers dancers, number unspecified."
3,Spring Offices – Zongbo (Minister of Rites),22,舞者眾寡無數,"Dancers, number unspecified",胥,Clerk,2,"Administers dancers, number unspecified."
3,Spring Offices – Zongbo (Minister of Rites),23,龠師,Flute Master,中士,Middle Officer,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),23,龠師,Flute Master,史,Scribe,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),23,龠師,Flute Master,府,Storekeeper,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),23,龠師,Flute Master,徒,Laborer,20,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),23,龠師,Flute Master,胥,Clerk,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),24,龠章,Flute Signals Officer,下士,Junior Officer,4,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),24,龠章,Flute Signals Officer,中士,Middle Officer,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),24,龠章,Flute Signals Officer,史,Scribe,1,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),24,龠章,Flute Signals Officer,府,Storekeeper,1,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),24,龠章,Flute Signals Officer,徒,Laborer,20,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),24,龠章,Flute Signals Officer,胥,Clerk,2,Supervises ritual music.
3,Spring Offices – Zongbo (Minister of Rites),25,鞮鞻氏,Sole-Makers' Officer,下士,Junior Officer,4,Administers sole-makers' officer.
3,Spring Offices – Zongbo (Minister of Rites),25,鞮鞻氏,Sole-Makers' Officer,史,Scribe,1,Administers sole-makers' officer.
3,Spring Offices – Zongbo (Minister of Rites),25,鞮鞻氏,Sole-Makers' Officer,府,Storekeeper,1,Administers sole-makers' officer.
3,Spring Offices – Zongbo (Minister of Rites),25,鞮鞻氏,Sole-Makers' Officer,徒,Laborer,20,Administers sole-makers' officer.
3,Spring Offices – Zongbo (Minister of Rites),25,鞮鞻氏,Sole-Makers' Officer,胥,Clerk,2,Administers sole-makers' officer.
3,Spring Offices – Zongbo (Minister of Rites),26,典庸器,Director of Ritual Implements,下士,Junior Officer,4,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),26,典庸器,Director of Ritual Implements,史,Scribe,2,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),26,典庸器,Director of Ritual Implements,府,Storekeeper,4,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),26,典庸器,Director of Ritual Implements,徒,Laborer,80,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),26,典庸器,Director of Ritual Implements,胥,Clerk,8,Manages state rituals.
3,Spring Offices – Zongbo (Minister of Rites),27,司干,Director of Shields,下士,Junior Officer,2,Manages military weapons.
3,Spring Offices – Zongbo (Minister of Rites),27,司干,Director of Shields,史,Scribe,2,Manages military weapons.
3,Spring Offices – Zongbo (Minister of Rites),27,司干,Director of Shields,府,Storekeeper,2,Manages military weapons.
3,Spring Offices – Zongbo (Minister of Rites),27,司干,Director of Shields,徒,Laborer,20,Manages military weapons.
3,Spring Offices – Zongbo (Minister of Rites),28,卜人,Diviner,下士,Junior Officer,16,Administers diviner.
3,Spring Offices – Zongbo (Minister of Rites),28,卜人,Diviner,中士,Middle Officer,8,Administers diviner.
3,Spring Offices – Zongbo (Minister of Rites),28,卜人,Diviner,史,Scribe,2,Administers diviner.
3,Spring Offices – Zongbo (Minister of Rites),28,卜人,Diviner,府,Storekeeper,2,Administers diviner.
3,Spring Offices – Zongbo (Minister of Rites),28,卜人,Diviner,徒,Laborer,40,Administers diviner.
3,Spring Offices – Zongbo (Minister of Rites),28,卜人,Diviner,胥,Clerk,4,Administers diviner.
3,Spring Offices – Zongbo (Minister of Rites),28,卜師,Divination Master,上士,Senior Officer,4,Administers divination master.
3,Spring Offices – Zongbo (Minister of Rites),28,大卜,Grand Diviner,下大夫,Lower Grand Officer,2,Administers grand diviner.
3,Spring Offices – Zongbo (Minister of Rites),28,龜人,Turtle Officer,中士,Middle Officer,2,Administers turtle officer.
3,Spring Offices – Zongbo (Minister of Rites),28,龜人,Turtle Officer,史,Scribe,2,Administers turtle officer.
3,Spring Offices – Zongbo (Minister of Rites),28,龜人,Turtle Officer,工,Artisan,4,Administers turtle officer.
3,Spring Offices – Zongbo (Minister of Rites),28,龜人,Turtle Officer,府,Storekeeper,2,Administers turtle officer.
3,Spring Offices – Zongbo (Minister of Rites),28,龜人,Turtle Officer,徒,Laborer,40,Administers turtle officer.
3,Spring Offices – Zongbo (Minister of Rites),28,龜人,Turtle Officer,胥,Clerk,4,Administers turtle officer.
